user_id,month_year,app1_data_used,app2_data_used,app3_data_used,app4_data_used,app5_data_used,total_data_used,monthly_expense
1,Jan_2023,15.36658535064242,9.809869770845886,16.90617850740428,18.511447396457303,10.580037656223617,26.911152332688893,49.33272461090188
1,Feb_2023,5.329622294478832,0.9510648897787936,0.7576199278485818,5.860499218032523,5.772447634159263,6.881175862082686,20.828896126617735
1,Mar_2023,7.129642637001821,14.389522947078337,4.559647531672532,16.18708450901914,15.02049039841251,18.005440415527254,27.062997161762027
1,Apr_2023,3.8758999234678706,22.16356849128875,5.547568015629572,25.987676403147823,35.88678792880066,37.184051964664995,79.64239438159822
1,May_2023,13.934595445516994,42.93425716076799,19.65181795452103,1.6560440248390165,38.34145490273909,43.76800668968889,84.50312019088084
1,Jun_2023,1.4420998585710338,1.1439189318786551,1.0930260181043285,1.0019987564960184,0.7399668933481682,2.1159096477229102,5.374492235669727
1,Jul_2023,5.084595387946268,6.825936275285546,3.7319232936575277,7.0458872055336,13.623968351997412,17.40070280092556,30.551634576041245
1,Aug_2023,36.53076904856174,25.860181778132493,25.739286104971686,35.3254174701937,2.887911029262175,45.59259686689125,98.61253748939474
1,Sep_2023,19.756400858290068,8.411647279270532,7.288072916730219,7.763752714238343,17.724298994924414,29.22823353817523,54.09674207431304
1,Oct_2023,29.6313409410034,5.623069740968487,19.107677205616124,2.824131616474061,22.43687690037872,31.021298235545498,61.11921425312401
1,Nov_2023,1.31644029911987,4.968471775879636,10.162639890754694,10.541295203817853,8.05570353334676,17.008010700712177,43.169822715285775
1,Dec_2023,15.83864882168443,25.92744829804668,12.774076970218788,4.635227067347898,15.35040241593786,35.46810168837699,64.46638340734718
2,Jan_2023,6.662820524234941,0.8577604061492958,3.7871778472937416,4.123326423166357,3.4435309280771222,7.154268222274904,11.985331284174164
2,Feb_2023,14.43030435182614,2.566037528397443,10.463153660628128,21.44989763282509,5.384137370596143,31.724942776234993,63.932595750991005
2,Mar_2023,17.358453252040775,5.35649360073347,20.207493729655532,21.53976651275228,0.37992779195432125,23.210568091089172,45.894772439633066
2,Apr_2023,27.67570418638625,19.17861565648449,33.63073054720681,22.509662390953377,45.06194129279248,47.686600206625386,95.89753671182419
2,May_2023,3.9184008437586857,8.669250332435928,40.06690699028912,21.75319567651409,1.2983310570901567,40.84465219737277,74.53075547089401
2,Jun_2023,25.82381007384387,4.937673184850861,24.872468985373494,22.707587337543647,24.699239860877412,31.07271919817962,62.67250040321987
2,Jul_2023,4.406387615585023,6.374864855822723,12.070086250326225,10.681017681619508,5.383517395764795,12.304489121308047,26.051496367910516
2,Aug_2023,10.36317818407663,9.682813554857947,15.753393465809328,15.93002448787517,8.66193623974394,16.542152168783645,39.608706701161424
2,Sep_2023,23.26781609025707,14.15943230143534,38.471350374849614,21.513295962204058,22.312950238952997,41.68335751108225,85.54738451445596
